source_lang,target_lang,source_text,target_text
hi,te,सुप्रभात,శుభోదయం
hi,ja,यह मेरी किताब है,これは私の本です
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,ja,ధన్యవాదాలు,ありがとうございます
en,hi,I am a student,मैं एक छात्र हूँ
ja,hi,ようこそ,स्वागत है
te,en,స్వాగతం,Welcome
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
ja,hi,おやすみなさい,शुभ रात्रि
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,ja,నేను విద్యార్థిని,私は学生です
en,pa,Welcome,ਸਵਾਗਤ ਹੈ
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
en,ja,This is my book,これは私の本です
ja,te,おやすみなさい,శుభ రాత్రి
ja,te,こんにちは,నమస్తే
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
pa,en,ਧੰਨਵਾਦ,Thank you
en,hi,Good night,शुभ रात्रि
hi,en,सुप्रभात,Good morning
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
ja,hi,こんにちは,नमस्ते
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
hi,ja,स्वागत है,ようこそ
te,hi,మీరు ఎలా ఉన్నారు,आप कैसे हैं
pa,en,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,How are you
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,en,आप कैसे हैं,How are you
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
en,te,How are you,మీరు ఎలా ఉన్నారు
te,en,నాకు ప్రోగ్రామింగ్ ఇష్టం,I love programming
te,en,నేను విద్యార్థిని,I am a student
en,ja,I am a student,私は学生です
en,te,How are you,మీరు ఎలా ఉన్నారు
hi,pa,स्वागत है,ਸਵਾਗਤ ਹੈ
pa,ja,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,これは私の本です
en,pa,Thank you,ਧੰਨਵਾਦ
ja,hi,こんにちは,नमस्ते
pa,en,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,Hello
te,hi,శుభోదయం,सुप्रभात
hi,te,मुझे प्रोग्रामिंग पसंद है,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,en,मुझे मदद चाहिए,I need help
te,en,స్వాగతం,Welcome
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,en,శుభ రాత్రి,Good night
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
hi,ja,शुभ रात्रि,おやすみなさい
hi,pa,आप कैसे हैं,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
ja,te,ありがとうございます,ధన్యవాదాలు
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
pa,hi,ਸਵਾਗਤ ਹੈ,स्वागत है
te,pa,మీరు ఎలా ఉన్నారు,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
ja,hi,おやすみなさい,शुभ रात्रि
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
en,hi,I am a student,मैं एक छात्र हूँ
hi,ja,धन्यवाद,ありがとうございます
en,hi,Welcome,स्वागत है
ja,te,これは私の本です,ఇది నా పుస్తకం
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,నాకు సహాయం కావాలి,助けが必要です
en,hi,Hello,नमस्ते
pa,en,ਧੰਨਵਾਦ,Thank you
te,en,ఇది నా పుస్తకం,This is my book
en,ja,This is my book,これは私の本です
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,en,నమస్తే,Hello
ja,hi,助けが必要です,मुझे मदद चाहिए
hi,te,शुभ रात्रि,శుభ రాత్రి
pa,ja,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,私は学生です
pa,ja,ਸ਼ੁਭ ਰਾਤ,おやすみなさい
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
hi,pa,आप कैसे हैं,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
pa,hi,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,यह मेरी किताब है
en,pa,I need help,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
te,hi,స్వాగతం,स्वागत है
pa,hi,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,मुझे मदद चाहिए
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
ja,en,おはようございます,Good morning
ja,hi,おはようございます,सुप्रभात
ja,pa,おやすみなさい,ਸ਼ੁਭ ਰਾਤ
hi,ja,सुप्रभात,おはようございます
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
pa,en,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,How are you
te,ja,నేను విద్యార్థిని,私は学生です
te,hi,నాకు ప్రోగ్రామింగ్ ఇష్టం,मुझे प्रोग्रामिंग पसंद है
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
ja,te,私は学生です,నేను విద్యార్థిని
hi,ja,मैं एक छात्र हूँ,私は学生です
te,en,నాకు సహాయం కావాలి,I need help
te,ja,ఇది నా పుస్తకం,これは私の本です
hi,te,शुभ रात्रि,శుభ రాత్రి
ja,te,ありがとうございます,ధన్యవాదాలు
te,ja,శుభోదయం,おはようございます
pa,ja,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,お元気ですか
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
hi,te,सुप्रभात,శుభోదయం
en,ja,I am a student,私は学生です
en,hi,Hello,नमस्ते
en,ja,I am a student,私は学生です
hi,te,नमस्ते,నమస్తే
hi,pa,मुझे प्रोग्रामिंग पसंद है,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
ja,te,私は学生です,నేను విద్యార్థిని
ja,hi,おやすみなさい,शुभ रात्रि
pa,en,ਸ਼ੁਭ ਰਾਤ,Good night
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
pa,ja,ਸ਼ੁਭ ਸਵੇਰ,おはようございます
en,hi,This is my book,यह मेरी किताब है
te,pa,మీరు ఎలా ఉన్నారు,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
pa,hi,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,मुझे मदद चाहिए
ja,en,おはようございます,Good morning
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
te,ja,శుభోదయం,おはようございます
ja,hi,助けが必要です,मुझे मदद चाहिए
en,te,I am a student,నేను విద్యార్థిని
ja,en,おやすみなさい,Good night
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
ja,te,私は学生です,నేను విద్యార్థిని
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
ja,te,これは私の本です,ఇది నా పుస్తకం
en,te,This is my book,ఇది నా పుస్తకం
ja,te,助けが必要です,నాకు సహాయం కావాలి
hi,en,आप कैसे हैं,How are you
ja,en,これは私の本です,This is my book
ja,en,助けが必要です,I need help
ja,te,ようこそ,స్వాగతం
en,te,I am a student,నేను విద్యార్థిని
te,ja,మీరు ఎలా ఉన్నారు,お元気ですか
en,hi,How are you,आप कैसे हैं
ja,en,おやすみなさい,Good night
en,ja,Hello,こんにちは
te,ja,నాకు సహాయం కావాలి,助けが必要です
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
en,te,How are you,మీరు ఎలా ఉన్నారు
en,ja,Hello,こんにちは
en,te,I need help,నాకు సహాయం కావాలి
te,pa,మీరు ఎలా ఉన్నారు,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
en,te,Welcome,స్వాగతం
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
pa,ja,ਸ਼ੁਭ ਰਾਤ,おやすみなさい
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
ja,en,お元気ですか,How are you
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
ja,en,助けが必要です,I need help
hi,pa,धन्यवाद,ਧੰਨਵਾਦ
pa,te,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,నేను విద్యార్థిని
en,pa,This is my book,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
te,hi,శుభ రాత్రి,शुभ रात्रि
pa,hi,ਧੰਨਵਾਦ,धन्यवाद
en,te,I need help,నాకు సహాయం కావాలి
hi,en,सुप्रभात,Good morning
ja,pa,助けが必要です,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
pa,te,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,మీరు ఎలా ఉన్నారు
hi,te,स्वागत है,స్వాగతం
ja,pa,助けが必要です,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
te,hi,నాకు సహాయం కావాలి,मुझे मदद चाहिए
hi,ja,मुझे मदद चाहिए,助けが必要です
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
en,hi,Good night,शुभ रात्रि
pa,en,ਸ਼ੁਭ ਰਾਤ,Good night
ja,pa,おはようございます,ਸ਼ੁਭ ਸਵੇਰ
hi,ja,नमस्ते,こんにちは
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
en,te,I am a student,నేను విద్యార్థిని
en,pa,I need help,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
hi,ja,मैं एक छात्र हूँ,私は学生です
en,ja,Thank you,ありがとうございます
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
te,en,శుభోదయం,Good morning
en,ja,Thank you,ありがとうございます
pa,en,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,How are you
hi,en,सुप्रभात,Good morning
te,hi,మీరు ఎలా ఉన్నారు,आप कैसे हैं
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
pa,ja,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,助けが必要です
ja,te,ようこそ,స్వాగతం
hi,te,सुप्रभात,శుభోదయం
hi,pa,स्वागत है,ਸਵਾਗਤ ਹੈ
en,pa,Hello,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,pa,This is my book,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,ja,స్వాగతం,ようこそ
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
ja,hi,これは私の本です,यह मेरी किताब है
pa,te,ਸਵਾਗਤ ਹੈ,స్వాగతం
te,ja,నాకు సహాయం కావాలి,助けが必要です
te,pa,ఇది నా పుస్తకం,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
hi,pa,आप कैसे हैं,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
ja,hi,ようこそ,स्वागत है
te,en,నాకు సహాయం కావాలి,I need help
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
te,ja,ధన్యవాదాలు,ありがとうございます
ja,en,おやすみなさい,Good night
pa,en,ਸ਼ੁਭ ਰਾਤ,Good night
hi,ja,शुभ रात्रि,おやすみなさい
hi,en,यह मेरी किताब है,This is my book
pa,te,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,ja,शुभ रात्रि,おやすみなさい
ja,hi,これは私の本です,यह मेरी किताब है
ja,hi,私は学生です,मैं एक छात्र हूँ
ja,en,これは私の本です,This is my book
pa,ja,ਸ਼ੁਭ ਸਵੇਰ,おはようございます
te,hi,నాకు సహాయం కావాలి,मुझे मदद चाहिए
te,en,స్వాగతం,Welcome
hi,en,मुझे मदद चाहिए,I need help
te,hi,నాకు ప్రోగ్రామింగ్ ఇష్టం,मुझे प्रोग्रामिंग पसंद है
pa,en,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,How are you
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
hi,en,स्वागत है,Welcome
te,ja,నాకు సహాయం కావాలి,助けが必要です
en,hi,I love programming,मुझे प्रोग्रामिंग पसंद है
ja,hi,ようこそ,स्वागत है
hi,ja,मैं एक छात्र हूँ,私は学生です
te,pa,శుభ రాత్రి,ਸ਼ੁਭ ਰਾਤ
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
te,en,ధన్యవాదాలు,Thank you
hi,ja,मैं एक छात्र हूँ,私は学生です
en,te,This is my book,ఇది నా పుస్తకం
en,te,Good morning,శుభోదయం
te,pa,నేను విద్యార్థిని,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
en,pa,Welcome,ਸਵਾਗਤ ਹੈ
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
en,ja,Welcome,ようこそ
ja,te,ようこそ,స్వాగతం
ja,te,私はプログラミングが好きです,నాకు ప్రోగ్రామింగ్ ఇష్టం
pa,ja,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,私はプログラミングが好きです
en,te,Good morning,శుభోదయం
pa,ja,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,助けが必要です
te,ja,శుభ రాత్రి,おやすみなさい
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
ja,en,これは私の本です,This is my book
pa,te,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,నాకు సహాయం కావాలి
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
en,te,I love programming,నాకు ప్రోగ్రామింగ్ ఇష్టం
hi,te,धन्यवाद,ధన్యవాదాలు
hi,ja,नमस्ते,こんにちは
en,hi,I am a student,मैं एक छात्र हूँ
ja,en,ようこそ,Welcome
hi,ja,आप कैसे हैं,お元気ですか
te,hi,మీరు ఎలా ఉన్నారు,आप कैसे हैं
ja,te,おはようございます,శుభోదయం
te,hi,శుభ రాత్రి,शुभ रात्रि
pa,en,ਸ਼ੁਭ ਸਵੇਰ,Good morning
ja,hi,お元気ですか,आप कैसे हैं
en,te,How are you,మీరు ఎలా ఉన్నారు
pa,ja,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,助けが必要です
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
ja,te,お元気ですか,మీరు ఎలా ఉన్నారు
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
pa,ja,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,私は学生です
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
te,en,శుభ రాత్రి,Good night
ja,en,ようこそ,Welcome
ja,hi,ようこそ,स्वागत है
en,pa,Thank you,ਧੰਨਵਾਦ
ja,pa,こんにちは,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,pa,నమస్తే,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,hi,నేను విద్యార్థిని,मैं एक छात्र हूँ
ja,en,お元気ですか,How are you
te,pa,నమస్తే,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,pa,I need help,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
en,te,I am a student,నేను విద్యార్థిని
ja,pa,ようこそ,ਸਵਾਗਤ ਹੈ
ja,te,これは私の本です,ఇది నా పుస్తకం
hi,ja,स्वागत है,ようこそ
hi,pa,नमस्ते,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
en,ja,Hello,こんにちは
en,te,Welcome,స్వాగతం
hi,te,नमस्ते,నమస్తే
en,pa,How are you,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
te,pa,నమస్తే,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
ja,hi,こんにちは,नमस्ते
ja,te,こんにちは,నమస్తే
te,hi,ఇది నా పుస్తకం,यह मेरी किताब है
pa,te,ਸ਼ੁਭ ਸਵੇਰ,శుభోదయం
hi,ja,मुझे प्रोग्रामिंग पसंद है,私はプログラミングが好きです
en,ja,This is my book,これは私の本です
ja,pa,これは私の本です,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
hi,ja,मैं एक छात्र हूँ,私は学生です
en,ja,How are you,お元気ですか
pa,hi,ਸ਼ੁਭ ਰਾਤ,शुभ रात्रि
pa,ja,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,こんにちは
ja,hi,おやすみなさい,शुभ रात्रि
en,te,I need help,నాకు సహాయం కావాలి
en,ja,Welcome,ようこそ
pa,te,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ,ఇది నా పుస్తకం
te,pa,నాకు సహాయం కావాలి,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
te,hi,ధన్యవాదాలు,धन्यवाद
te,pa,శుభోదయం,ਸ਼ੁਭ ਸਵੇਰ
hi,en,शुभ रात्रि,Good night
ja,hi,私はプログラミングが好きです,मुझे प्रोग्रामिंग पसंद है
ja,en,ようこそ,Welcome
en,te,Hello,నమస్తే
en,pa,I need help,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
hi,en,मैं एक छात्र हूँ,I am a student
hi,ja,मुझे मदद चाहिए,助けが必要です
en,ja,Hello,こんにちは
hi,pa,आप कैसे हैं,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
hi,en,सुप्रभात,Good morning
hi,en,मुझे मदद चाहिए,I need help
hi,te,स्वागत है,స్వాగతం
hi,ja,शुभ रात्रि,おやすみなさい
te,ja,శుభ రాత్రి,おやすみなさい
ja,pa,ようこそ,ਸਵਾਗਤ ਹੈ
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
en,pa,Thank you,ਧੰਨਵਾਦ
ja,en,おはようございます,Good morning
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
ja,en,こんにちは,Hello
en,ja,Hello,こんにちは
te,en,నేను విద్యార్థిని,I am a student
en,ja,I love programming,私はプログラミングが好きです
ja,hi,助けが必要です,मुझे मदद चाहिए
pa,hi,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,मुझे प्रोग्रामिंग पसंद है
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
pa,te,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,నేను విద్యార్థిని
ja,te,こんにちは,నమస్తే
pa,ja,ਧੰਨਵਾਦ,ありがとうございます
en,pa,Thank you,ਧੰਨਵਾਦ
ja,hi,これは私の本です,यह मेरी किताब है
te,pa,నమస్తే,ਸਤ ਸ੍ਰੀ ਅਕਾਲ
te,en,ధన్యవాదాలు,Thank you
te,ja,నమస్తే,こんにちは
te,ja,నాకు సహాయం కావాలి,助けが必要です
te,ja,నాకు ప్రోగ్రామింగ్ ఇష్టం,私はプログラミングが好きです
hi,ja,नमस्ते,こんにちは
ja,en,お元気ですか,How are you
te,en,మీరు ఎలా ఉన్నారు,How are you
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
te,en,నాకు సహాయం కావాలి,I need help
pa,te,ਸ਼ੁਭ ਰਾਤ,శుభ రాత్రి
te,pa,స్వాగతం,ਸਵਾਗਤ ਹੈ
ja,hi,こんにちは,नमस्ते
en,hi,Good morning,सुप्रभात
hi,en,यह मेरी किताब है,This is my book
hi,pa,सुप्रभात,ਸ਼ੁਭ ਸਵੇਰ
te,hi,నమస్తే,नमस्ते
te,hi,శుభ రాత్రి,शुभ रात्रि
ja,pa,助けが必要です,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ
hi,pa,शुभ रात्रि,ਸ਼ੁਭ ਰਾਤ
pa,en,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ,I love programming
ja,te,おやすみなさい,శుభ రాత్రి
pa,en,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,I am a student
en,te,This is my book,ఇది నా పుస్తకం
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
ja,hi,これは私の本です,यह मेरी किताब है
hi,ja,मैं एक छात्र हूँ,私は学生です
ja,te,これは私の本です,ఇది నా పుస్తకం
hi,ja,मुझे मदद चाहिए,助けが必要です
pa,te,ਸਵਾਗਤ ਹੈ,స్వాగతం
te,ja,శుభ రాత్రి,おやすみなさい
ja,pa,お元気ですか,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ
te,ja,స్వాగతం,ようこそ
hi,en,मुझे प्रोग्रामिंग पसंद है,I love programming
te,hi,స్వాగతం,स्वागत है
hi,te,मैं एक छात्र हूँ,నేను విద్యార్థిని
pa,hi,ਸ਼ੁਭ ਸਵੇਰ,सुप्रभात
te,pa,ధన్యవాదాలు,ਧੰਨਵਾਦ
pa,ja,ਮੈਨੂੰ ਮਦਦ ਚਾਹੀਦੀ ਹੈ,助けが必要です
en,hi,Thank you,धन्यवाद
hi,te,स्वागत है,స్వాగతం
pa,te,ਸਤ ਸ੍ਰੀ ਅਕਾਲ,నమస్తే
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
hi,ja,धन्यवाद,ありがとうございます
te,en,ఇది నా పుస్తకం,This is my book
en,pa,Good night,ਸ਼ੁਭ ਰਾਤ
hi,pa,सुप्रभात,ਸ਼ੁਭ ਸਵੇਰ
hi,te,स्वागत है,స్వాగతం
ja,en,こんにちは,Hello
en,hi,I am a student,मैं एक छात्र हूँ
te,ja,ఇది నా పుస్తకం,これは私の本です
ja,te,私は学生です,నేను విద్యార్థిని
te,hi,నేను విద్యార్థిని,मैं एक छात्र हूँ
en,hi,Thank you,धन्यवाद
ja,en,ありがとうございます,Thank you
hi,te,नमस्ते,నమస్తే
hi,ja,यह मेरी किताब है,これは私の本です
te,hi,నేను విద్యార్థిని,मैं एक छात्र हूँ
ja,en,こんにちは,Hello
hi,ja,शुभ रात्रि,おやすみなさい
hi,pa,सुप्रभात,ਸ਼ੁਭ ਸਵੇਰ
en,ja,Thank you,ありがとうございます
en,hi,Welcome,स्वागत है
en,ja,Thank you,ありがとうございます
ja,en,私はプログラミングが好きです,I love programming
te,hi,నమస్తే,नमस्ते
ja,pa,私は学生です,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
te,hi,ధన్యవాదాలు,धन्यवाद
te,en,శుభోదయం,Good morning
te,hi,నేను విద్యార్థిని,मैं एक छात्र हूँ
ja,en,ようこそ,Welcome
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
ja,te,ありがとうございます,ధన్యవాదాలు
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
ja,hi,助けが必要です,मुझे मदद चाहिए
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
hi,te,मुझे मदद चाहिए,నాకు సహాయం కావాలి
te,hi,నేను విద్యార్థిని,मैं एक छात्र हूँ
te,ja,స్వాగతం,ようこそ
hi,ja,स्वागत है,ようこそ
en,ja,Good morning,おはようございます
te,en,ఇది నా పుస్తకం,This is my book
hi,te,शुभ रात्रि,శుభ రాత్రి
pa,en,ਸਵਾਗਤ ਹੈ,Welcome
en,te,Good night,శుభ రాత్రి
en,pa,I am a student,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ
hi,en,मुझे मदद चाहिए,I need help
te,hi,నమస్తే,नमस्ते
hi,en,आप कैसे हैं,How are you
ja,te,こんにちは,నమస్తే
te,pa,నాకు ప్రోగ్రామింగ్ ఇష్టం,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
en,pa,Good night,ਸ਼ੁਭ ਰਾਤ
pa,hi,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,मैं एक छात्र हूँ
hi,en,धन्यवाद,Thank you
ja,pa,ありがとうございます,ਧੰਨਵਾਦ
en,ja,Thank you,ありがとうございます
hi,pa,यह मेरी किताब है,ਇਹ ਮੇਰੀ ਕਿਤਾਬ ਹੈ
en,pa,I love programming,ਮੈਨੂੰ ਪ੍ਰੋਗ੍ਰਾਮਿੰਗ ਪਸੰਦ ਹੈ
pa,hi,ਤੁਸੀਂ ਕਿਵੇਂ ਹੋ,आप कैसे हैं
pa,hi,ਮੈਂ ਇੱਕ ਵਿਦਿਆਰਥੀ ਹਾਂ,मैं एक छात्र हूँ
